gbifID,verbatimScientificName,decimalLatitude,decimalLongitude,populationDensity
2832676680,Sciurus vulgaris,46.178734,6.010476,365.724

2832656845,Capreolus capreolus,46.182207,6.017468,330.9624

2832656786,Capreolus capreolus,46.177717,6.011354,365.724

2832656398,Sus scrofa,46.182722,6.016812,330.9624

2832647611,Capreolus capreolus,46.178972,6.014805,365.724

2832647481,Sus scrofa,46.179018,6.014784,365.724

2832639312,Capreolus capreolus,46.179277,6.015043,365.724

2832638968,Capreolus capreolus,46.177704,6.011333,365.724

2832636698,Capreolus capreolus,46.180787,6.016386,365.724

2832635786,Capreolus capreolus,46.17909,6.014645,365.724

2832635508,Sciurus vulgaris,46.179478,6.008957,365.724

2832631375,Cervus elaphus,46.304844,6.14071,1550.767

2832625142,Capreolus capreolus,46.178999,6.014769,365.724

2832624690,Sus scrofa,46.180921,6.016362,365.724

2832623973,Sciurus vulgaris,46.179248,6.010038,365.724

2832620944,Capreolus capreolus,46.179242,6.014948,365.724

2832606107,Sus scrofa,46.180814,6.016365,365.724

2832601046,Capreolus capreolus,46.180714,6.016373,365.724

2832597585,Capreolus capreolus,46.177771,6.011262,365.724

2832596214,Felis catus,46.183258,6.017789,330.9624

2832595784,Capreolus capreolus,46.182692,6.016901,330.9624

2832595737,Capreolus capreolus,46.179107,6.014157,365.724

2832594592,Sciurus vulgaris,46.177717,6.012355,365.724

2832591864,Capreolus capreolus,46.179133,6.01491,365.724

2832585754,Capreolus capreolus,46.180799,6.016409,365.724

2832582544,Capreolus capreolus,46.181018,6.016485,365.724

2832582446,Capreolus capreolus,46.182644,6.01691,330.9624

2832578297,Capreolus capreolus,46.182611,6.016987,330.9624

2832572046,Capreolus capreolus,46.18077,6.017042,330.9624

2832571917,Capreolus capreolus,46.177489,6.011181,365.724

2832570902,Capreolus capreolus,46.178846,6.014832,365.724

2832565956,Capreolus capreolus,46.178975,6.014795,365.724

2832565932,Sciurus vulgaris,46.177659,6.011415,365.724

2832553826,Sciurus vulgaris,46.182388,6.019656,330.9624

2832550942,Capreolus capreolus,46.179089,6.015265,365.724

2832541170,Capreolus capreolus,46.182699,6.01689,330.9624

2832527937,Capreolus capreolus,46.182612,6.016861,330.9624

2832522974,Capreolus capreolus,46.182673,6.016881,330.9624

2832504882,Capreolus capreolus,46.17903,6.014859,365.724

2832503512,Capreolus capreolus,46.180877,6.016413,365.724

2832499186,Capreolus capreolus,46.178946,6.014774,365.724

2832499169,Capreolus capreolus,46.178907,6.014812,365.724

2832494107,Capreolus capreolus,46.179404,6.014583,365.724

2832475612,Capreolus capreolus,46.182629,6.016967,330.9624

2832469083,Capreolus capreolus,46.182555,6.016847,330.9624

2832424714,Capreolus capreolus,46.182637,6.016872,330.9624

2832421187,Capreolus capreolus,46.179048,6.014827,365.724

2832415000,Capreolus capreolus,46.182652,6.016879,330.9624

2832414814,Capreolus capreolus,46.182733,6.017004,330.9624

2832411075,Capreolus capreolus,46.182617,6.017288,330.9624

2832379067,Capreolus capreolus,46.180762,6.016477,365.724

2832300673,Mustela putorius,47.082347,8.25817,1899.973

2832270034,Sciurus vulgaris,47.153703,8.102908,582.7963

2826343547,Erinaceus europaeus,47.421683,8.546675,4707.778

2826297887,Erinaceus europaeus,47.338375,8.577578,1210.61

2826224756,Erinaceus europaeus,46.334358,6.193042,1430.288

2826158710,Erinaceus europaeus,47.659361,9.165034,1406.369

2823286576,Castor fiber,46.517936,6.580719,1970.898

2818806441,Sciurus vulgaris,46.237264,6.07761,2499.038

2818802544,Lepus europaeus,46.336813,6.188642,1756.633

2818539475,Capreolus capreolus,47.668394,9.136862,513.3874

2814383976,Castor fiber,47.410583,8.585504,4682.022

2802979592,Felis catus,46.173916,8.755591,982.2774

2802968357,Sciurus vulgaris,46.159059,8.80337,878.3904

2641555376,Sciurus vulgaris,46.158595,8.798516,1039.64

2641384397,Vulpes vulpes,46.173879,8.755456,982.2774

2641304862,Erinaceus europaeus,46.514629,6.703326,1261.692

2634613625,Sciurus vulgaris,46.535967,6.561542,2379.613

2634585707,Erinaceus europaeus,47.337333,8.443908,473.3641

2634298387,Erinaceus europaeus,46.547399,6.576141,4702.613

2633952058,Mustela erminea,46.339672,7.011352,610.0616

2628401054,Vulpes vulpes,46.006862,8.904174,1591.909

2626597951,Vulpes vulpes,46.554672,6.627012,1154.345

2626550397,Sciurus vulgaris,46.237428,6.075851,2499.038

2626545914,Capreolus capreolus,46.336342,6.185692,1756.633

2626451835,Capreolus capreolus,47.199966,7.709273,658.2955

2626421536,Mus musculus,46.33447,6.193025,1430.288

2626346389,Lepus europaeus,46.346939,7.005787,311.8799

2626307152,Sciurus vulgaris,46.237272,6.076493,2499.038

2626304400,Capreolus capreolus,46.339454,7.002197,464.7269

2626242202,Erinaceus europaeus,46.193047,6.159114,13083.58

2626158460,Lepus europaeus,46.336508,6.189153,1756.633

2626148875,Rupicapra rupicapra,46.446873,6.930045,867.0476

2626117909,Capreolus capreolus,46.446873,6.930045,867.0476

2626112098,Vulpes vulpes,46.446873,6.930045,867.0476

2626105087,Sciurus vulgaris,46.215997,7.346273,438.3652

2620189605,Vulpes vulpes,46.341228,7.005467,464.7269

2620026240,Erinaceus europaeus,47.448544,8.53333,2515.483

2619959004,Erinaceus europaeus,47.553264,7.60436,7566.64

2611425947,Capreolus capreolus,46.295,6.145215,1595.672

2611408420,Myotis daubentonii,46.52233,6.573438,1970.898

2611407354,Erinaceus europaeus,46.526214,6.562372,2374.487

2611372408,Erinaceus europaeus,46.529636,6.561525,2374.487

2611271905,Lepus europaeus,46.304709,6.150935,1578.755

2611228686,Lepus europaeus,46.337497,6.19372,1430.288

2611179480,Meles meles,46.966458,7.44921,2452.852

2611141009,Sciurus vulgaris,46.158338,8.804047,878.3904

2611107661,Vulpes vulpes,46.240071,6.060226,1614.707

2611042323,Capreolus capreolus,46.304892,6.151018,1578.755

2609250705,Sciurus vulgaris,46.167225,8.777045,1293.977

2609172500,Vulpes vulpes,46.173895,8.755327,982.2774

2609121549,Muscardinus avellanarius,47.209175,7.709551,722.7971

2609121281,Capreolus capreolus,47.389471,8.092884,989.4718

2609111915,Sciurus vulgaris,46.2374,6.076577,2499.038

2609108773,Sciurus vulgaris,46.236421,6.076276,2499.038

2603497581,Vulpes vulpes,46.453981,6.951632,867.0475

2603435302,Sciurus vulgaris,47.394153,8.036422,1796.615

2603420137,Sciurus vulgaris,46.23921,6.077443,2499.038

2603389105,Sciurus vulgaris,46.239536,6.07784,2499.038

2603300542,Vulpes vulpes,46.174237,8.754917,982.2774

2603298605,Sciurus vulgaris,46.23635,6.083541,2499.038

2597860666,Sciurus vulgaris,46.237199,6.076705,2499.038

2597843369,Capreolus capreolus,46.30335,6.153765,1578.755

2597835335,Vulpes vulpes,46.173793,8.755526,982.2774

2596450093,Sciurus vulgaris,46.235973,6.072532,2497.488

2596448133,Myodes glareolus,46.242682,6.077833,2499.037

2596446171,Sciurus vulgaris,46.237368,6.075943,2499.038

2596442269,Sciurus vulgaris,46.237427,6.077332,2499.038

2596416361,Sciurus vulgaris,46.237405,6.077671,2499.038

2596295014,Myodes glareolus,46.242691,6.077095,2499.037

2596286003,Sciurus vulgaris,46.237259,6.077196,2499.038

2596192207,Capreolus capreolus,47.353242,8.585495,1564.135

2596182993,Capreolus capreolus,46.339058,6.179692,698.5927

2596058647,Rupicapra rupicapra,45.97764,8.978365,348.9422

2580140590,Meles meles,46.204625,6.041344,403.5646

2580097406,Myodes glareolus,46.243133,6.076719,2499.037

2576474047,Lepus europaeus,47.555328,7.595358,7566.64

2574222675,Sciurus vulgaris,46.237598,6.077827,2499.038

2574125686,Sciurus vulgaris,46.237185,6.075969,2499.038

2573980907,Meles meles,46.243317,6.091611,2499.037

2573913780,Sciurus vulgaris,46.236947,6.077872,2499.038

2573913258,Sciurus vulgaris,46.341462,7.0032,464.7269

2573898658,Capreolus capreolus,46.336807,6.995983,360.9884

2573844839,Sciurus vulgaris,46.236989,6.077938,2499.038

2573779664,Capreolus capreolus,46.351305,6.17983,483.3296

2563642577,Sciurus vulgaris,46.237278,6.077549,2499.038

2563628010,Sciurus vulgaris,46.34156,7.003184,464.7269

2563627882,Sciurus vulgaris,46.34156,7.003184,464.7269

2563544281,Sciurus vulgaris,46.237296,6.077531,2499.038

2563529691,Sciurus vulgaris,46.341468,7.003071,464.7269

2563529615,Sciurus vulgaris,46.341471,7.003082,464.7269

2563529193,Capreolus capreolus,46.339356,7.001388,464.7269

2563528981,Sciurus vulgaris,46.341503,7.00316,464.7269

2563528107,Sciurus vulgaris,46.341461,7.00311,464.7269

2563485087,Capreolus capreolus,46.339454,7.002197,464.7269

2563482726,Felis catus,46.339042,7.000907,464.7269

2563482724,Felis catus,46.339042,7.000907,464.7269

2558847061,Felis domestica,47.493546,7.590866,2170.526

2557781109,Capreolus capreolus,46.339454,7.002197,464.7269

2557756096,Sciurus vulgaris,46.236513,6.076148,2499.038

2557738403,Capreolus capreolus,46.341364,6.999587,360.9884

2550178636,Capreolus capreolus,46.338582,7.000602,464.7269

2550177614,Capreolus capreolus,46.338582,7.000602,464.7269

2550172533,Vulpes vulpes,46.338184,7.000309,464.7269

2550172525,Capreolus capreolus,46.338582,7.000602,464.7269

2550162241,Vulpes vulpes,46.339042,7.000907,464.7269

2550158104,Vulpes vulpes,46.339042,7.000907,464.7269

2550149106,Vulpes vulpes,46.339042,7.000907,464.7269

2550145800,Vulpes vulpes,46.338582,7.000602,464.7269

2550143800,Vulpes vulpes,46.338582,7.000602,464.7269

2550138471,Meles meles,46.339042,7.000907,464.7269

2550137874,Vulpes vulpes,46.338582,7.000602,464.7269

2550136214,Vulpes vulpes,46.339042,7.000907,464.7269

2550136213,Meles meles,46.339042,7.000907,464.7269

2550135781,Capreolus capreolus,46.338582,7.000602,464.7269

2550135715,Meles meles,46.339042,7.000907,464.7269

2550134631,Vulpes vulpes,46.338582,7.000602,464.7269

2550132552,Capreolus capreolus,46.338582,7.000602,464.7269

2550132470,Vulpes vulpes,46.339042,7.000907,464.7269

2550130968,Vulpes vulpes,46.339042,7.000907,464.7269

2550130967,Vulpes vulpes,46.339042,7.000907,464.7269

2550129657,Capreolus capreolus,46.338582,7.000602,464.7269

2550127202,Vulpes vulpes,46.339042,7.000907,464.7269

2550127201,Meles meles,46.339042,7.000907,464.7269

2550126420,Vulpes vulpes,46.339042,7.000907,464.7269

2550126419,Vulpes vulpes,46.341354,6.999598,360.9884

2550125649,Capreolus capreolus,46.338582,7.000602,464.7269

2550125553,Meles meles,46.339042,7.000907,464.7269

2550125305,Castor fiber,47.583078,8.244811,517.9698

2550123493,Vulpes vulpes,46.339042,7.000907,464.7269

2550121958,Vulpes vulpes,46.339042,7.000907,464.7269

2550121957,Meles meles,46.339042,7.000907,464.7269

2550121381,Capreolus capreolus,46.338582,7.000602,464.7269

2550119585,Capreolus capreolus,46.338582,7.000602,464.7269

2550113827,Vulpes vulpes,46.339042,7.000907,464.7269

2550109520,Felis catus,46.338582,7.000602,464.7269

2550105309,Capreolus capreolus,46.338582,7.000602,464.7269

2550099544,Capreolus capreolus,46.339042,7.000907,464.7269

2550098935,Capreolus capreolus,46.339042,7.000907,464.7269

2550098934,Vulpes vulpes,46.339042,7.000907,464.7269

2550098170,Capreolus capreolus,46.338582,7.000602,464.7269

2550097031,Vulpes vulpes,46.339042,7.000907,464.7269

2550093290,Capreolus capreolus,46.338582,7.000602,464.7269

2550093238,Vulpes vulpes,46.339042,7.000907,464.7269

2550092255,Vulpes vulpes,46.339042,7.000907,464.7269

2550090705,Capreolus capreolus,46.339042,7.000907,464.7269

2550089651,Capreolus capreolus,46.339042,7.000907,464.7269

2550087419,Vulpes vulpes,46.340999,7.000684,464.7269

2550086317,Vulpes vulpes,46.341002,7.000685,464.7269

2550085117,Meles meles,46.339042,7.000907,464.7269

2550084271,Vulpes vulpes,46.340999,7.000687,464.7269

2550082048,Capreolus capreolus,46.339042,7.000907,464.7269

2550065935,Meles meles,46.338582,7.000602,464.7269

2550063894,Felis catus,46.338582,7.000602,464.7269

2550061595,Meles meles,46.339042,7.000907,464.7269

2550059168,Vulpes vulpes,46.341352,6.999589,360.9884

2550054042,Meles meles,46.339042,7.000907,464.7269

2550053002,Meles meles,46.339042,7.000907,464.7269

2550052771,Capreolus capreolus,46.338184,7.000309,464.7269

2550051787,Meles meles,46.339042,7.000907,464.7269

2550049001,Vulpes vulpes,46.339042,7.000907,464.7269

2550047720,Vulpes vulpes,46.338582,7.000602,464.7269

2550047634,Vulpes vulpes,46.339042,7.000907,464.7269

2550045651,Vulpes vulpes,46.338582,7.000602,464.7269

2550045585,Capreolus capreolus,46.339042,7.000907,464.7269

2550043675,Capreolus capreolus,46.338582,7.000602,464.7269

2550043618,Capreolus capreolus,46.339042,7.000907,464.7269

2550035909,Capreolus capreolus,46.339042,7.000907,464.7269

2550035493,Vulpes vulpes,46.338582,7.000602,464.7269

2550035440,Capreolus capreolus,46.339042,7.000907,464.7269

2550033456,Meles meles,46.339042,7.000907,464.7269

2550031468,Felis catus,46.338582,7.000602,464.7269

2550028103,Meles meles,46.338184,7.000309,464.7269

2550028036,Capreolus capreolus,46.339042,7.000907,464.7269

2550024931,Capreolus capreolus,46.339042,7.000907,464.7269

2550024930,Capreolus capreolus,46.339042,7.000907,464.7269

2550024314,Vulpes vulpes,46.338582,7.000602,464.7269

2550024246,Vulpes vulpes,46.339042,7.000907,464.7269

2550023315,Meles meles,46.338582,7.000602,464.7269

2550023246,Meles meles,46.339042,7.000907,464.7269

2550021064,Capreolus capreolus,46.338582,7.000602,464.7269

2550020981,Capreolus capreolus,46.339042,7.000907,464.7269

2550019016,Vulpes vulpes,46.341352,6.999581,360.9884

2550018164,Vulpes vulpes,46.338582,7.000602,464.7269

2550018089,Capreolus capreolus,46.339042,7.000907,464.7269

2550017220,Vulpes vulpes,46.338582,7.000602,464.7269

2550014747,Meles meles,46.339042,7.000907,464.7269

2550014214,Meles meles,46.338184,7.000309,464.7269

2550014144,Capreolus capreolus,46.339042,7.000907,464.7269

2550011972,Meles meles,46.338184,7.000309,464.7269

2550011891,Vulpes vulpes,46.339042,7.000907,464.7269

2550010604,Capreolus capreolus,46.339042,7.000907,464.7269

2550010603,Vulpes vulpes,46.339042,7.000907,464.7269

2550010600,Capreolus capreolus,46.341357,6.999577,360.9884

2550006638,Capreolus capreolus,46.338184,7.000309,464.7269

2550002830,Felis catus,46.341113,7.006078,464.7269

2550002233,Meles meles,46.339042,7.000907,464.7269

2549091230,Vulpes vulpes,47.493546,7.590866,2170.526

2546265361,Felis domestica,47.493546,7.590866,2170.526

2545564816,Canis familiaris,47.493546,7.590866,2170.526

2543072781,Capreolus capreolus,46.35693,6.18865,583.7753

2543049612,Castor fiber,47.542012,8.231258,515.1062

2541250347,Vulpes vulpes,47.493546,7.590866,2170.526

2541217213,Felis domestica,47.493546,7.590866,2170.526

2529393205,Sciurus vulgaris,46.237345,6.077649,2499.038

2521452955,Felis domestica,47.493546,7.590866,2170.526

2518128127,Vulpes vulpes,46.338403,7.000123,464.7269

2518128045,Vulpes vulpes,46.338404,7.00015,464.7269

2518127989,Capreolus capreolus,46.338395,7.000343,464.7269

2518127933,Capreolus capreolus,46.338447,7.000257,464.7269

2518127822,Meles meles,46.338659,7.000349,464.7269

2518127817,Vulpes vulpes,46.338384,7.000155,464.7269

2518127809,Felis catus,46.338304,7.000539,464.7269

2518127753,Vulpes vulpes,46.338397,7.000128,464.7269

2518127739,Capreolus capreolus,46.338473,7.000364,464.7269

2518127692,Vulpes vulpes,46.338399,7.000142,464.7269

2518127627,Capreolus capreolus,46.338444,7.000295,464.7269

2518127625,Capreolus capreolus,46.33841,7.000311,464.7269

2518127461,Capreolus capreolus,46.338477,7.000348,464.7269

2518127432,Vulpes vulpes,46.338392,7.000163,464.7269

2518127257,Vulpes vulpes,46.338403,7.000117,464.7269

2518125883,Meles meles,46.338664,7.000366,464.7269

2518125386,Vulpes vulpes,46.338425,7.000136,464.7269

2518125156,Capreolus capreolus,46.338433,7.00037,464.7269

2518125057,Vulpes vulpes,46.338395,7.000171,464.7269

2518124990,Meles meles,46.338663,7.000355,464.7269

2518055718,Sciurus vulgaris,46.338602,7.001164,464.7269

2518053617,Sciurus vulgaris,46.338527,7.001293,464.7269

2518035637,Meles meles,46.33867,7.000361,464.7269

2518033548,Meles meles,46.338663,7.000359,464.7269

2518031478,Vulpes vulpes,46.338408,7.00012,464.7269

2518029456,Meles meles,46.338675,7.000375,464.7269

2518024446,Meles meles,46.33851,7.00059,464.7269

2518023459,Capreolus capreolus,46.338984,7.000965,464.7269

2518020440,Capreolus capreolus,46.338982,7.000946,464.7269

2518020437,Meles meles,46.338675,7.000358,464.7269

2518019429,Meles meles,46.338495,7.000601,464.7269

2518018484,Meles meles,46.338665,7.000357,464.7269

2518016447,Capreolus capreolus,46.338986,7.000951,464.7269

2518012383,Capreolus capreolus,46.338979,7.000961,464.7269

2518012376,Vulpes vulpes,46.338406,7.000147,464.7269

2518010346,Meles meles,46.338672,7.00037,464.7269

2518009347,Meles meles,46.338679,7.000363,464.7269

2518007235,Capreolus capreolus,46.33898,7.000945,464.7269

2518007233,Meles meles,46.338671,7.000371,464.7269

2518006247,Meles meles,46.33866,7.000355,464.7269

2518000255,Meles meles,46.338502,7.000601,464.7269

2517993023,Capreolus capreolus,46.338979,7.000954,464.7269

2517990975,Meles meles,46.338661,7.000358,464.7269

2517988987,Capreolus capreolus,46.338986,7.000967,464.7269

2517988983,Vulpes vulpes,46.338393,7.000125,464.7269

2517987002,Vulpes vulpes,46.338384,7.000133,464.7269

2517987001,Capreolus capreolus,46.338425,7.000332,464.7269

2517985998,Capreolus capreolus,46.33898,7.000955,464.7269

2517985993,Vulpes vulpes,46.338384,7.000147,464.7269

2517984983,Meles meles,46.338681,7.000374,464.7269

2517983941,Meles meles,46.338495,7.000594,464.7269

2517982964,Capreolus capreolus,46.33898,7.000958,464.7269

2517981986,Felis catus,46.338325,7.00052,464.7269

2517980013,Capreolus capreolus,46.338984,7.000961,464.7269

2517980007,Vulpes vulpes,46.338401,7.000123,464.7269

2517980006,Capreolus capreolus,46.338405,7.000329,464.7269

2517978985,Meles meles,46.338665,7.000359,464.7269

2517976956,Meles meles,46.338669,7.000377,464.7269

2517975963,Meles meles,46.338665,7.000359,464.7269

2517970900,Meles meles,46.338682,7.000369,464.7269

2517969838,Meles meles,46.338507,7.000605,464.7269

2517968846,Meles meles,46.338682,7.000379,464.7269

2517963733,Capreolus capreolus,46.338981,7.000951,464.7269

2517961733,Meles meles,46.338674,7.000362,464.7269

2468717305,Felis domestica,47.493546,7.590866,2170.526

2468717304,Felis domestica,47.493546,7.590866,2170.526

2468717298,Felis domestica,47.493546,7.590866,2170.526

2465341281,Castor fiber,47.494834,8.23669,1097.787

2465326713,Sciurus vulgaris,46.237256,6.077043,2499.038

2465293766,Sciurus vulgaris,47.177893,8.458145,571.3354

2462932729,Vulpes vulpes,47.493546,7.590866,2170.526

2459008637,Muroidea indet.,47.493546,7.590866,2170.526

2456579987,Vulpes vulpes,46.338645,6.999771,360.9884

2456579597,Sus scrofa scrofa,47.043397,7.019869,337.8727

2456578261,Vulpes vulpes,46.338667,6.999771,360.9884

2456578193,Vulpes vulpes,46.338862,7.000002,464.7269

2456578036,Vulpes vulpes,46.338647,6.999407,360.9884

2456578025,Vulpes vulpes,46.338858,7.000004,464.7269

2456577660,Vulpes vulpes,46.338829,7.00001,464.7269

2456577633,Vulpes vulpes,46.338757,7.000171,464.7269

2456577295,Meles meles,46.33878,6.999664,360.9884

2456577209,Vulpes vulpes,46.338591,6.999391,360.9884

2456577120,Meles meles,46.338468,6.999416,360.9884

2456577057,Vulpes vulpes,46.338758,7.000171,464.7269

2456577022,Vulpes vulpes,46.338763,7.000173,464.7269

2456570432,Vulpes vulpes,46.339114,7.000931,464.7269

2456570087,Meles meles,46.339158,7.000932,464.7269

2456570062,Meles meles,46.339163,7.00093,464.7269

2456569352,Meles meles,46.339168,7.000931,464.7269

2456535045,Sciurus vulgaris,46.237488,6.077778,2499.038

2456532279,Capreolus capreolus,46.3489,6.184612,887.0218

2451596981,Sciurus vulgaris,47.396426,8.544629,4707.778

2449390384,Rattus indet.,47.586716,8.233566,517.9684

2449305983,Felis domestica,47.493546,7.590866,2170.526

2445125088,Erinaceus europaeus,47.5648,7.613317,7192.859

2442743880,Felis domestica,47.493546,7.590866,2170.526

2442743792,Felis domestica,47.493546,7.590866,2170.526

2442683563,Chiroptera indet.,47.493546,7.590866,2170.526

2439838619,Capreolus capreolus,47.669895,9.138908,513.3874

2439831910,Bubalus bubalis,47.589741,8.237107,517.9684

2429568378,Erinaceus europaeus,46.331738,6.192113,2425.483

2429345418,Vulpes vulpes,46.162534,8.934374,318.2445

2429268579,Sciurus vulgaris,46.236716,6.076287,2499.038

2429259383,Crocidura russula,46.29092,6.142389,1239.766

2429199451,Crocidura suaveolens,47.557988,7.794114,838.3766

2423246574,Sciurus vulgaris,46.236815,6.075804,2499.038

2423222032,Erinaceus europaeus,46.334233,6.192912,1430.288

2423178756,Erinaceus europaeus,46.852725,7.264197,331.1362

2423171712,Sciurus vulgaris,46.23999,6.078208,2499.038

2423171365,Erinaceus europaeus,46.218597,6.13222,13291.35

2422915302,Sciurus vulgaris,46.545217,6.65382,3571.452

2397694019,Sciurus vulgaris,46.341069,7.006661,464.7269

2397693669,Sciurus vulgaris,46.341842,7.005744,311.8799

2397541181,Erinaceus europaeus,46.514542,6.703262,1261.692

2397466132,Rattus norvegicus,47.206353,7.548055,680.9314

2331922212,Erinaceus europaeus,46.539005,6.589383,6313.826

2331529033,Vulpes vulpes,47.035572,8.43727,382.4556

2331528496,Vulpes vulpes,46.210011,6.084023,2757.703

2331526318,Vulpes vulpes,47.397308,8.048401,1796.615

2331525831,Vulpes vulpes,46.933235,7.465914,812.8966

2331525667,Vulpes vulpes,46.965984,7.521095,786.9296

2331525497,Vulpes vulpes,47.498108,7.587519,2170.526

2331525152,Vulpes vulpes,47.493546,7.590866,2170.526

2331522917,Vulpes vulpes,47.500851,8.19987,348.7475

2331520213,Vulpes vulpes,47.396584,8.048851,1796.615

2331519850,Vulpes vulpes,47.035572,8.43727,382.4556

2331475756,Vespertilio murinus,47.67865,8.616028,719.3855

2330708506,Talpa europaea,47.325211,7.711716,378.316

2330707047,Talpa caeca,46.210011,6.084023,2757.703

2330447443,Sus scrofa,47.669895,9.138908,513.3874

2330447197,Sus scrofa,47.669895,9.138908,513.3874

2330447037,Sus scrofa,47.669895,9.138908,513.3874

2330446958,Sus scrofa,47.665619,9.107934,374.2841

2330444972,Sus scrofa,47.669895,9.138908,513.3874

2330443365,Sus scrofa,47.669895,9.138908,513.3874

2330442332,Sus scrofa,47.669895,9.138908,513.3874

2330440781,Sus scrofa,47.669895,9.138908,513.3874

2329979422,Sciurus vulgaris,47.586716,8.233566,517.9684

2329977053,Sciurus vulgaris,46.210011,6.084023,2757.703

2329969401,Sciurus vulgaris,46.154388,8.788719,1357.63

2329968503,Sciurus vulgaris,47.493546,7.590866,2170.526

2329965127,Sciurus vulgaris,46.154388,8.788719,1357.63

2329962663,Sciurus vulgaris,47.497169,7.606144,1401.412

2329959813,Sciurus vulgaris,46.154388,8.788719,1357.63

2329954156,Sciurus vulgaris,47.493546,7.590866,2170.526

2329954113,Sciurus vulgaris,47.532444,7.722702,1005.107

2329953824,Sciurus vulgaris,47.537991,7.71399,1196.297

2329951491,Sciurus vulgaris,47.209248,7.53911,1998.348

2329948155,Sciurus vulgaris,47.493546,7.590866,2170.526

2329946212,Sciurus vulgaris,47.537991,7.71399,1196.297

2329942172,Sciurus vulgaris,47.558311,7.628546,1106.085

2329939409,Sciurus vulgaris,47.493546,7.590866,2170.526

2329861962,Rupicapra rupicapra,47.035572,8.43727,382.4556

2329854959,Rupicapra rupicapra,46.723152,7.895737,345.442

2329745806,Rattus norvegicus,47.586716,8.233566,517.9684

2329737079,Rattus norvegicus,47.586716,8.233566,517.9684

2329735824,Rattus indet.,47.557529,7.617645,3671.84

2329735308,Rattus indet.,47.586716,8.233566,517.9684

2329734407,Rattus norvegicus,47.537991,7.71399,1196.297

2329732812,Rattus norvegicus,47.586716,8.233566,517.9684

2329732574,Rattus norvegicus,47.586716,8.233566,517.9684

2329729107,Rattus rattus,47.586716,8.233566,517.9684

2329728972,Rattus norvegicus,47.586716,8.233566,517.9684

2329723976,Rattus norvegicus,47.586716,8.233566,517.9684

2329718060,Rattus norvegicus,47.586716,8.233566,517.9684

2329710833,Rattus norvegicus,47.669895,9.138908,513.3874

2328358125,Apodemus sylvaticus,46.210011,6.084023,2757.703

2311424730,Erinaceus europaeus,47.418238,8.366605,1472.944

2311394083,Capreolus capreolus,46.3373,6.187275,1756.633

2302281518,Equus asinus,47.035572,8.43727,382.4556

2302277327,Bos primigenius subsp. taurus,47.035572,8.43727,382.4556

2294658141,Sciurus vulgaris,46.214275,6.139539,13291.35

2294649566,Sciurus vulgaris,47.390837,8.396115,928.8221

2294580242,Vulpes vulpes,46.476114,6.878749,427.7762

2294479223,Erinaceus europaeus,46.567292,6.687697,3571.452

2294442702,Capreolus capreolus,46.451904,6.920581,867.0476

2283238974,Sciurus vulgaris,46.896406,8.639766,1017.212

2283238676,Capreolus capreolus,46.89782,8.646203,1017.212

2283222730,Rupicapra rupicapra,46.452501,6.923039,867.0476

2283104264,Sciurus vulgaris,46.244133,6.142539,1750.25

2283072790,Capreolus capreolus,46.185716,8.741513,690.0029

2269328937,Castor fiber,47.397355,8.500259,4707.777

2269322907,Capreolus capreolus,47.668406,9.140644,513.3874

2269286595,Erinaceus europaeus,46.476209,6.878899,427.7762

2268204898,Capreolus capreolus,47.371399,8.592731,4707.777

2251996474,Erinaceus europaeus,46.476096,6.878737,427.7762

2243359388,Capreolus capreolus,47.669895,9.138908,513.3874

2242825773,Meles meles,47.147805,7.240771,2598.288

2242825508,Sciurus vulgaris,47.147735,7.240866,2598.288

2242469089,Muroidea indet.,47.493546,7.590866,2170.526

2237387185,Muroidea indet.,47.493546,7.590866,2170.526

2237387102,Muroidea indet.,47.493546,7.590866,2170.526

2237151244,Canis familiaris,47.482349,7.60859,473.9634

2236900298,Erinaceus europaeus,46.519179,6.494671,4178.479

2236869437,Castor fiber,47.566617,7.802491,916.6542

2236845063,Sciurus vulgaris,47.462796,9.61725,933.713

2236258981,Sciurus vulgaris,46.522325,6.715751,1174.403

2236253611,Sciurus vulgaris,46.521273,6.582708,1970.898

2235656425,Muroidea indet.,47.493546,7.590866,2170.526

2235645569,Capreolus capreolus,47.485172,9.647039,632.9866

2235478400,Rupicapra rupicapra,46.213733,9.049403,642.7597

2235025798,Muroidea indet.,47.493546,7.590866,2170.526

2235025762,Muroidea indet.,47.493546,7.590866,2170.526

